2.0,7
14.0,2
21.0,12
7.0,6
8.0,3
20.0,8
98.0,7
99.0,2
9.0,6
6.0,9
1.0,4
10.0,19
15.0,3
12.0,2
5.0,3
11.0,4
16.0,1
17.0,2
13.0,1
18.0,1
19.0,2
