0.0,502
3.0,13
2.0,92
7.0,14
21.0,37
8.0,9
20.0,33
98.0,57
99.0,38
9.0,6
13.0,46
6.0,10
10.0,46
15.0,7
16.0,19
12.0,5
14.0,10
4.0,24
11.0,13
1.0,9
19.0,3
5.0,5
18.0,2
17.0,1
