1.0,93
5.0,110
8.0,50
4.0,21
99.0,27
98.0,32
97.0,12
2.0,17
15.0,2
3.0,6
14.0,4
11.0,17
13.0,7
6.0,39
9.0,27
12.0,1
10.0,5
