13.0,101
98.0,108
99.0,71
10.0,91
11.0,42
14.0,20
4.0,91
1.0,40
5.0,12
9.0,12
2.0,196
21.0,19
3.0,65
20.0,54
7.0,7
16.0,32
19.0,4
12.0,14
8.0,9
6.0,5
18.0,1
15.0,1
