1.0,114
5.0,98
8.0,58
4.0,22
6.0,24
98.0,53
10.0,22
9.0,33
97.0,84
99.0,24
13.0,7
11.0,12
2.0,13
3.0,12
14.0,15
15.0,11
7.0,1
12.0,3
