4.0,95
98.0,105
12.0,12
3.0,64
20.0,53
2.0,195
13.0,103
99.0,72
10.0,94
11.0,42
9.0,11
14.0,22
21.0,23
1.0,42
16.0,33
8.0,7
19.0,4
7.0,6
5.0,12
6.0,4
15.0,1
18.0,1
