2.0,13
7.0,17
21.0,43
8.0,7
20.0,14
98.0,25
99.0,9
9.0,9
13.0,5
6.0,17
10.0,21
15.0,10
12.0,5
5.0,7
11.0,9
16.0,4
1.0,8
17.0,4
18.0,4
19.0,4
14.0,1
3.0,1
4.0,1
