20.0,7
9.0,6
19.0,2
6.0,10
15.0,7
21.0,36
10.0,3
7.0,14
98.0,20
18.0,3
1.0,5
12.0,3
2.0,7
13.0,4
99.0,8
14.0,1
11.0,5
17.0,2
5.0,4
3.0,1
4.0,1
16.0,3
8.0,6
